"task","id","group","session","trial","condition","trialxcondition","gripFreq","peak","AUC","gripFreq_calib","peak_calib","AUC_calib"
"PIT",251,"obese","second",18,"CSplus",6,11,25,50,9,22,40
"PIT",251,"obese","second",19,"CSminus",7,16,19,76,15,19,65
"PIT",251,"obese","second",20,"CSminus",8,15,19,61,13,16,48
"PIT",251,"obese","second",21,"CSminus",9,13,22,42,8,20,31
"PIT",251,"obese","second",22,"CSplus",7,12,22,24,5,20,7
"PIT",251,"obese","second",23,"CSplus",8,17,19,62,14,18,49
"PIT",251,"obese","second",24,"CSplus",9,16,21,74,15,19,57
"PIT",251,"obese","second",25,"BL",7,16,24,75,14,21,60
"PIT",251,"obese","second",26,"BL",8,13,19,46,8,18,37
"PIT",251,"obese","second",27,"BL",9,14,22,52.5,14,21,50.5
"PIT",251,"obese","second",28,"CSplus",10,17,20,107.5,17,17,103.5
"PIT",251,"obese","second",29,"CSplus",11,12,22,44,11,21,36
"PIT",251,"obese","second",30,"CSplus",12,13,22,68,12,20,58
"PIT",251,"obese","second",31,"BL",10,14,19,62,14,18,53
"PIT",251,"obese","second",32,"BL",11,1,20,2,0,18,0
"PIT",251,"obese","second",33,"BL",12,3,21,5,2,18,2
"PIT",251,"obese","second",34,"CSminus",10,7,22,24,7,22,20
"PIT",251,"obese","second",35,"CSminus",11,0,20,0,0,18,0
"PIT",251,"obese","second",36,"CSminus",12,0,23,0,0,22,0
"PIT",251,"obese","second",37,"BL",13,0,21,0,0,19,0
"PIT",251,"obese","second",38,"BL",14,0,17,0,0,16,0
"PIT",251,"obese","second",39,"BL",15,0,22,0,0,19,0
"PIT",251,"obese","second",40,"CSminus",13,0,22,0,0,22,0
"PIT",251,"obese","second",41,"CSminus",14,0,23,0,0,23,0
"PIT",251,"obese","second",42,"CSminus",15,3,18,6,1,18,4
"PIT",251,"obese","second",43,"CSplus",13,0,22,0,0,20,0
"PIT",251,"obese","second",44,"CSplus",14,0,21,0,0,19,0
"PIT",251,"obese","second",45,"CSplus",15,0,21,0,0,19,0
"PIT",252,"obese","second",1,"BL",1,34,24,164.5,34,30,183.5
"PIT",252,"obese","second",2,"BL",2,27,26,116,28,30,137
"PIT",252,"obese","second",3,"BL",3,34,29,198,33,32,225
"PIT",252,"obese","second",4,"CSplus",1,22,28,74,31,32,132
"PIT",252,"obese","second",5,"CSplus",2,23,24,105,28,30,138
"PIT",252,"obese","second",6,"CSplus",3,16,29,46,19,31,76
"PIT",252,"obese","second",7,"CSminus",1,31,27,134,33,37,156
"PIT",252,"obese","second",8,"CSminus",2,22,25,73,26,30,118
"PIT",252,"obese","second",9,"CSminus",3,31,30,116,33,33,151
"PIT",252,"obese","second",10,"CSplus",4,14,29,46,21,35,81
"PIT",252,"obese","second",11,"CSplus",5,22,31,65,27,36,106
"PIT",252,"obese","second",12,"CSplus",6,8,29,20,12,34,47
"PIT",252,"obese","second",13,"CSminus",4,24,31,79,28,39,115
"PIT",252,"obese","second",14,"CSminus",5,25,25,93,30,31,143
"PIT",252,"obese","second",15,"CSminus",6,25,26,91,27,31,121
"PIT",252,"obese","second",16,"BL",4,25,27,104,24,31,128
"PIT",252,"obese","second",17,"BL",5,20,27,75,24,32,111
"PIT",252,"obese","second",18,"BL",6,17,32,57,24,33,102
"PIT",252,"obese","second",19,"CSplus",7,19,29,60,27,35,113
"PIT",252,"obese","second",20,"CSplus",8,4,24,11,14,28,36
"PIT",252,"obese","second",21,"CSplus",9,13,30,55,18,32,79
"PIT",252,"obese","second",22,"BL",7,20,28,61,28,35,109.5
"PIT",252,"obese","second",23,"BL",8,16,20,50,24,33,92
"PIT",252,"obese","second",24,"BL",9,10,26,35,17,34,66
"PIT",252,"obese","second",25,"CSminus",7,15,28,44,18,32,72
"PIT",252,"obese","second",26,"CSminus",8,8,23,24,16,29,51
"PIT",252,"obese","second",27,"CSminus",9,21,29,79.5,24,35,114.5
"PIT",252,"obese","second",28,"BL",10,13,29,35,16,32,64
"PIT",252,"obese","second",29,"BL",11,3,25,12,12,29,39
"PIT",252,"obese","second",30,"BL",12,11,28,30,19,33,65
"PIT",252,"obese","second",31,"CSminus",10,12,28,46.5,19,33,72.5
"PIT",252,"obese","second",32,"CSminus",11,0,33,0,4,36,8
"PIT",252,"obese","second",33,"CSminus",12,0,32,0,2,33,7
"PIT",252,"obese","second",34,"CSplus",10,28,31,104.5,29,35,134.5
"PIT",252,"obese","second",35,"CSplus",11,22,28,81,26,31,107
"PIT",252,"obese","second",36,"CSplus",12,21,26,75,29,29,120
"PIT",252,"obese","second",37,"CSplus",13,15,29,44,23,34,86
"PIT",252,"obese","second",38,"CSplus",14,6,25,16,12,33,34
"PIT",252,"obese","second",39,"CSplus",15,22,28,87,25,33,111
"PIT",252,"obese","second",40,"BL",13,20,25,60,26,30,102
"PIT",252,"obese","second",41,"BL",14,26,27,102,27,31,122
"PIT",252,"obese","second",42,"BL",15,20,29,72,26,34,111
"PIT",252,"obese","second",43,"CSminus",13,19,31,64,26,37,108
"PIT",252,"obese","second",44,"CSminus",14,17,24,50,23,30,90
"PIT",252,"obese","second",45,"CSminus",15,30,32,126.5,33,35,162.5
"PIT",253,"obese","second",1,"CSminus",1,25,23,211,25,39,270
"PIT",253,"obese","second",2,"CSminus",2,24,23,166.5,24,39,225.5
"PIT",253,"obese","second",3,"CSminus",3,25,20,167,25,39,231
"PIT",253,"obese","second",4,"BL",1,23,21,108.5,24,38,200.5
"PIT",253,"obese","second",5,"BL",2,22,20,109.5,23,38,192.5
"PIT",253,"obese","second",6,"BL",3,26,19,159.5,27,35,241.5
"PIT",253,"obese","second",7,"CSplus",1,17,17,63,25,37,183
"PIT",253,"obese","second",8,"CSplus",2,12,17,41,25,37,177.5
"PIT",253,"obese","second",9,"CSplus",3,21,20,122.5,23,38,221.5
"PIT",253,"obese","second",10,"CSplus",4,16,19,57,23,37,194
"PIT",253,"obese","second",11,"CSplus",5,17,21,68,22,39,197
"PIT",253,"obese","second",12,"CSplus",6,12,23,47,23,39,189
"PIT",253,"obese","second",13,"CSminus",4,3,22,8,24,38,167
"PIT",253,"obese","second",14,"CSminus",5,24,21,137,26,37,232
"PIT",253,"obese","second",15,"CSminus",6,17,20,71,25,35,200
"PIT",253,"obese","second",16,"BL",4,8,19,26,26,38,186
"PIT",253,"obese","second",17,"BL",5,4,23,6,26,38,155.5
"PIT",253,"obese","second",18,"BL",6,6,21,10,26,41,167
"PIT",253,"obese","second",19,"CSplus",7,2,17,4,23,36,121
"PIT",253,"obese","second",20,"CSplus",8,2,17,8,22,35,151
"PIT",253,"obese","second",21,"CSplus",9,11,16,33,23,36,188
"PIT",253,"obese","second",22,"BL",7,6,18,18,26,38,170
"PIT",253,"obese","second",23,"BL",8,0,19,0,23,40,135
"PIT",253,"obese","second",24,"BL",9,4,17,12,26,38,175
"PIT",253,"obese","second",25,"CSminus",7,23,20,123,29,37,232.5
"PIT",253,"obese","second",26,"CSminus",8,10,20,32,25,37,171.5
"PIT",253,"obese","second",27,"CSminus",9,3,17,8,27,36,169.5
"PIT",253,"obese","second",28,"CSminus",10,0,18,0,25,35,158
"PIT",253,"obese","second",29,"CSminus",11,10,22,45.5,21,38,173.5
"PIT",253,"obese","second",30,"CSminus",12,7,19,21,26,35,176
"PIT",253,"obese","second",31,"BL",10,10,19,28,28,37,191
"PIT",253,"obese","second",32,"BL",11,9,17,25,28,34,205.5
"PIT",253,"obese","second",33,"BL",12,24,19,89.5,30,37,237.5
"PIT",253,"obese","second",34,"CSplus",10,7,19,20,31,37,188.5
"PIT",253,"obese","second",35,"CSplus",11,5,19,15,30,37,196.5
"PIT",253,"obese","second",36,"CSplus",12,5,23,20,23,36,163
"PIT",253,"obese","second",37,"BL",13,0,20,0,22,39,168
"PIT",253,"obese","second",38,"BL",14,1,22,1,24,38,195
"PIT",253,"obese","second",39,"BL",15,4,20,8,29,38,201
"PIT",253,"obese","second",40,"CSplus",13,8,20,47.5,28,38,180.5
"PIT",253,"obese","second",41,"CSplus",14,7,18,23.5,23,38,167.5
"PIT",253,"obese","second",42,"CSplus",15,9,20,52.5,23,35,181.5
"PIT",253,"obese","second",43,"CSminus",13,21,17,129,24,35,227
"PIT",253,"obese","second",44,"CSminus",14,0,21,0,25,38,138
"PIT",253,"obese","second",45,"CSminus",15,2,23,4,24,38,146
"PIT",254,"obese","second",1,"CSplus",1,18,13,236.5,18,20,256.5
"PIT",254,"obese","second",2,"CSplus",2,27,14,162.5,28,22,193.5
"PIT",254,"obese","second",3,"CSplus",3,28,15,112,29,20,155
"PIT",254,"obese","second",4,"BL",1,9,16,62,11,24,100
"PIT",254,"obese","second",5,"BL",2,8,15,38,11,18,91
"PIT",254,"obese","second",6,"BL",3,10,17,66,11,24,109
"PIT",254,"obese","second",7,"CSminus",1,5,18,40,8,27,72
"PIT",254,"obese","second",8,"CSminus",2,5,12,22,11,21,84
"PIT",254,"obese","second",9,"CSminus",3,4,19,25,9,26,64
"PIT",254,"obese","second",10,"CSplus",4,8,15,24,20,25,70
"PIT",254,"obese","second",11,"CSplus",5,15,12,32,23,24,85.5
"PIT",254,"obese","second",12,"CSplus",6,17,16,50,22,25,93.5
"PIT",254,"obese","second",13,"BL",4,1,16,12,7,24,51
"PIT",254,"obese","second",14,"BL",5,0,14,0,1,26,5
"PIT",254,"obese","second",15,"BL",6,4,16,21,7,21,47
"PIT",254,"obese","second",16,"CSminus",4,4,14,13,7,25,50
"PIT",254,"obese","second",17,"CSminus",5,2,15,19,4,26,38
"PIT",254,"obese","second",18,"CSminus",6,5,15,23,8,27,59
"PIT",254,"obese","second",19,"CSplus",7,20,17,63,24,28,104
"PIT",254,"obese","second",20,"CSplus",8,7,18,15,25,22,70
"PIT",254,"obese","second",21,"CSplus",9,13,12,36.5,22,24,71.5
"PIT",254,"obese","second",22,"CSminus",7,2,15,10,5,26,40
"PIT",254,"obese","second",23,"CSminus",8,0,13,0,1,28,4
"PIT",254,"obese","second",24,"CSminus",9,1,13,3,3,25,22
"PIT",254,"obese","second",25,"BL",7,0,15,0,1,21,5
"PIT",254,"obese","second",26,"BL",8,0,14,0,1,24,4
"PIT",254,"obese","second",27,"BL",9,1,13,16,1,23,20
"PIT",254,"obese","second",28,"CSminus",10,0,16,0,4,25,25
"PIT",254,"obese","second",29,"CSminus",11,0,13,0,0,24,4
"PIT",254,"obese","second",30,"CSminus",12,0,15,0,1,24,5
"PIT",254,"obese","second",31,"CSplus",10,18,12,58,25,23,100
"PIT",254,"obese","second",32,"CSplus",11,23,18,70,28,23,108
"PIT",254,"obese","second",33,"CSplus",12,11,15,23,17,27,55
"PIT",254,"obese","second",34,"BL",10,2,11,16,3,20,29
"PIT",254,"obese","second",35,"BL",11,0,13,0,4,23,21
"PIT",254,"obese","second",36,"BL",12,0,16,0,1,23,9
"PIT",254,"obese","second",37,"CSplus",13,18,15,55,24,22,102
"PIT",254,"obese","second",38,"CSplus",14,3,12,7,17,20,39
"PIT",254,"obese","second",39,"CSplus",15,4,11,12,11,25,36
"PIT",254,"obese","second",40,"BL",13,3,15,17,4,24,36
"PIT",254,"obese","second",41,"BL",14,0,16,0,2,25,12
"PIT",254,"obese","second",42,"BL",15,0,11,0,2,21,5
"PIT",254,"obese","second",43,"CSminus",13,1,18,2,5,25,33
"PIT",254,"obese","second",44,"CSminus",14,2,12,13,6,21,46
"PIT",254,"obese","second",45,"CSminus",15,3,12,12,3,22,34
"PIT",256,"obese","second",1,"CSplus",1,8,33,177,8,34,192
"PIT",256,"obese","second",2,"CSplus",2,6,37,160.5,6,37,171.5
"PIT",256,"obese","second",3,"CSplus",3,8,35,129,8,35,132
"PIT",256,"obese","second",4,"BL",1,6,35,163,5,35,174
"PIT",256,"obese","second",5,"BL",2,6,35,140,6,35,148
"PIT",256,"obese","second",6,"BL",3,9,34,138,10,35,143
"PIT",256,"obese","second",7,"CSminus",1,3,33,97,4,34,112
"PIT",256,"obese","second",8,"CSminus",2,6,33,90,5,35,102
"PIT",256,"obese","second",9,"CSminus",3,4,33,99.5,4,33,110.5
"PIT",256,"obese","second",10,"CSplus",4,9,33,145,9,34,156
"PIT",256,"obese","second",11,"CSplus",5,4,34,141,4,34,159
"PIT",256,"obese","second",12,"CSplus",6,2,36,70,2,36,78
"PIT",256,"obese","second",13,"BL",4,1,36,60,1,36,63
"PIT",256,"obese","second",14,"BL",5,7,34,149,6,34,152
"PIT",256,"obese","second",15,"BL",6,7,36,89,7,36,96
"PIT",256,"obese","second",16,"CSminus",4,0,32,0,0,32,0
"PIT",256,"obese","second",17,"CSminus",5,1,34,20.5,1,34,22.5
"PIT",256,"obese","second",18,"CSminus",6,5,34,129,5,34,137
"PIT",256,"obese","second",19,"CSplus",7,9,36,93,9,36,98
"PIT",256,"obese","second",20,"CSplus",8,3,33,77,2,33,83
"PIT",256,"obese","second",21,"CSplus",9,5,35,217,5,35,223
"PIT",256,"obese","second",22,"BL",7,6,33,85,6,33,91
"PIT",256,"obese","second",23,"BL",8,10,32,208,9,32,213
"PIT",256,"obese","second",24,"BL",9,4,32,46.5,5,32,61.5
"PIT",256,"obese","second",25,"CSminus",7,7,35,226,7,35,235
"PIT",256,"obese","second",26,"CSminus",8,16,37,169,17,37,181
"PIT",256,"obese","second",27,"CSminus",9,5,32,95,5,35,102
"PIT",256,"obese","second",28,"CSminus",10,6,33,247,6,35,260
"PIT",256,"obese","second",29,"CSminus",11,0,36,0,0,37,0
"PIT",256,"obese","second",30,"CSminus",12,7,32,155,7,33,158
"PIT",256,"obese","second",31,"BL",10,12,33,184,12,33,195
"PIT",256,"obese","second",32,"BL",11,6,33,120,5,33,127
"PIT",256,"obese","second",33,"BL",12,4,36,89,4,36,95
"PIT",256,"obese","second",34,"CSplus",10,4,34,126,3,34,138
"PIT",256,"obese","second",35,"CSplus",11,6,33,187.5,5,33,195.5
"PIT",256,"obese","second",36,"CSplus",12,6,34,163,6,34,169
"PIT",256,"obese","second",37,"BL",13,6,32,193,6,32,203
"PIT",256,"obese","second",38,"BL",14,8,33,130.5,8,33,132.5
"PIT",256,"obese","second",39,"BL",15,0,33,0,0,33,0
"PIT",256,"obese","second",40,"CSminus",13,0,34,0,0,34,0
"PIT",256,"obese","second",41,"CSminus",14,8,32,122,8,32,129.5
"PIT",256,"obese","second",42,"CSminus",15,2,34,333,2,36,334
"PIT",256,"obese","second",43,"CSplus",13,10,33,194,10,33,198
"PIT",256,"obese","second",44,"CSplus",14,3,34,148,3,34,164
"PIT",256,"obese","second",45,"CSplus",15,6,35,194,5,35,202
"PIT",258,"obese","second",1,"CSminus",1,14,16,243.5,14,20,250.5
"PIT",258,"obese","second",2,"CSminus",2,21,16,171,21,22,183
"PIT",258,"obese","second",3,"CSminus",3,21,17,183.5,22,19,196.5
"PIT",258,"obese","second",4,"BL",1,24,15,214,24,21,223
"PIT",258,"obese","second",5,"BL",2,23,14,213,23,17,226
"PIT",258,"obese","second",6,"BL",3,23,17,179,23,23,190
"PIT",258,"obese","second",7,"CSplus",1,23,13,139,23,21,154
"PIT",258,"obese","second",8,"CSplus",2,20,17,123,23,26,144
"PIT",258,"obese","second",9,"CSplus",3,22,16,118,23,20,141
"PIT",258,"obese","second",10,"BL",4,16,16,60,24,23,97
"PIT",258,"obese","second",11,"BL",5,12,15,50,20,18,78
"PIT",258,"obese","second",12,"BL",6,9,16,25,16,22,49
"PIT",258,"obese","second",13,"CSminus",4,3,20,7,7,21,19
"PIT",258,"obese","second",14,"CSminus",5,2,20,3,12,26,27
"PIT",258,"obese","second",15,"CSminus",6,0,16,0,1,21,3
"PIT",258,"obese","second",16,"CSplus",4,1,13,1,1,18,3
"PIT",258,"obese","second",17,"CSplus",5,3,12,6,9,18,18
"PIT",258,"obese","second",18,"CSplus",6,0,17,0,0,22,0
"PIT",258,"obese","second",19,"CSminus",7,0,14,0,0,19,0
"PIT",258,"obese","second",20,"CSminus",8,17,16,50,19,21,79
"PIT",258,"obese","second",21,"CSminus",9,10,15,30,15,20,53
"PIT",258,"obese","second",22,"BL",7,5,15,10,10,17,32
"PIT",258,"obese","second",23,"BL",8,3,14,10,8,19,21
"PIT",258,"obese","second",24,"BL",9,0,15,0,2,23,2
"PIT",258,"obese","second",25,"CSplus",7,1,14,3,4,18,10
"PIT",258,"obese","second",26,"CSplus",8,8,15,27,13,21,44
"PIT",258,"obese","second",27,"CSplus",9,4,17,7,7,22,18
"PIT",258,"obese","second",28,"CSplus",10,3,17,5,7,17,16
"PIT",258,"obese","second",29,"CSplus",11,2,15,5,5,21,14
"PIT",258,"obese","second",30,"CSplus",12,0,11,0,2,17,5
"PIT",258,"obese","second",31,"BL",10,11,16,50,13,22,68
"PIT",258,"obese","second",32,"BL",11,21,16,120.5,21,22,132.5
"PIT",258,"obese","second",33,"BL",12,13,18,40,18,24,69
"PIT",258,"obese","second",34,"CSminus",10,4,17,10,5,23,18
"PIT",258,"obese","second",35,"CSminus",11,0,16,0,0,20,0
"PIT",258,"obese","second",36,"CSminus",12,3,15,7,6,26,16
"PIT",258,"obese","second",37,"CSplus",13,4,12,11,11,18,27
"PIT",258,"obese","second",38,"CSplus",14,5,12,8,8,18,20
"PIT",258,"obese","second",39,"CSplus",15,3,17,4,7,21,17
"PIT",258,"obese","second",40,"CSminus",13,1,16,3,6,18,13
"PIT",258,"obese","second",41,"CSminus",14,3,15,6,6,19,15
"PIT",258,"obese","second",42,"CSminus",15,0,18,0,2,22,4
"PIT",258,"obese","second",43,"BL",13,3,12,8,3,19,13
"PIT",258,"obese","second",44,"BL",14,2,14,5,5,20,12
"PIT",258,"obese","second",45,"BL",15,4,18,11,6,24,18
"PIT",259,"obese","second",1,"BL",1,12,19,56,15,32,86
"PIT",259,"obese","second",2,"BL",2,33,21,176,33,35,207
"PIT",259,"obese","second",3,"BL",3,32,21,101,35,35,169
"PIT",259,"obese","second",4,"CSminus",1,16,24,31,33,39,127
"PIT",259,"obese","second",5,"CSminus",2,11,20,29,30,35,114
"PIT",259,"obese","second",6,"CSminus",3,13,20,34.5,35,32,135.5
"PIT",259,"obese","second",7,"CSplus",1,0,23,0,21,34,66
"PIT",259,"obese","second",8,"CSplus",2,6,22,15,25,35,93
"PIT",259,"obese","second",9,"CSplus",3,2,18,7,20,30,76
"PIT",259,"obese","second",10,"BL",4,0,19,0,19,31,52.5
"PIT",259,"obese","second",11,"BL",5,3,22,8,22,35,79
"PIT",259,"obese","second",12,"BL",6,2,19,5,17,35,53
"PIT",259,"obese","second",13,"CSminus",4,0,21,0,15,35,37
"PIT",259,"obese","second",14,"CSminus",5,0,21,0,9,38,22
"PIT",259,"obese","second",15,"CSminus",6,2,18,5,26,35,91.5
"PIT",259,"obese","second",16,"CSplus",4,2,23,6,21,35,68.5
"PIT",259,"obese","second",17,"CSplus",5,24,18,111,28,34,185
"PIT",259,"obese","second",18,"CSplus",6,26,23,160,28,36,224
"PIT",259,"obese","second",19,"CSminus",7,25,23,128.5,26,37,197.5
"PIT",259,"obese","second",20,"CSminus",8,29,19,132,31,35,200
"PIT",259,"obese","second",21,"CSminus",9,27,24,121,27,38,184
"PIT",259,"obese","second",22,"CSplus",7,23,20,84.5,32,37,187.5
"PIT",259,"obese","second",23,"CSplus",8,27,18,89,32,33,194
"PIT",259,"obese","second",24,"CSplus",9,17,24,51,32,34,170
"PIT",259,"obese","second",25,"BL",7,18,25,83,31,38,185
"PIT",259,"obese","second",26,"BL",8,11,20,23,29,35,133
"PIT",259,"obese","second",27,"BL",9,15,26,37,28,34,150
"PIT",259,"obese","second",28,"CSminus",10,4,20,8,29,32,131.5
"PIT",259,"obese","second",29,"CSminus",11,8,21,15,26,33,134
"PIT",259,"obese","second",30,"CSminus",12,8,24,30,14,32,83.5
"PIT",259,"obese","second",31,"BL",10,11,22,31,27,34,131.5
"PIT",259,"obese","second",32,"BL",11,11,22,29,30,33,137
"PIT",259,"obese","second",33,"BL",12,21,21,84,27,37,181
"PIT",259,"obese","second",34,"CSplus",10,19,22,67,27,35,163.5
"PIT",259,"obese","second",35,"CSplus",11,20,23,84,24,37,158
"PIT",259,"obese","second",36,"CSplus",12,16,21,47,25,35,138
"PIT",259,"obese","second",37,"BL",13,12,23,43,27,37,152
"PIT",259,"obese","second",38,"BL",14,11,20,39,29,34,150
"PIT",259,"obese","second",39,"BL",15,15,28,39,27,35,142
"PIT",259,"obese","second",40,"CSplus",13,9,28,22,26,38,107
"PIT",259,"obese","second",41,"CSplus",14,7,25,15,24,37,95
"PIT",259,"obese","second",42,"CSplus",15,23,24,117,29,37,191.5
"PIT",259,"obese","second",43,"CSminus",13,19,25,47,31,36,176.5
"PIT",259,"obese","second",44,"CSminus",14,22,19,68,31,34,162
"PIT",259,"obese","second",45,"CSminus",15,24,19,89,29,39,196
"PIT",262,"obese","second",1,"CSplus",1,19,9,157,19,38,257
"PIT",262,"obese","second",2,"CSplus",2,29,7,209,29,35,303.5
"PIT",262,"obese","second",3,"CSplus",3,33,7,140,38,38,295.5
"PIT",262,"obese","second",4,"CSminus",1,27,10,74.5,38,39,282.5
"PIT",262,"obese","second",5,"CSminus",2,20,8,59,37,36,265
"PIT",262,"obese","second",6,"CSminus",3,8,7,17,37,37,259
"PIT",262,"obese","second",7,"BL",1,28,7,119,31,37,242
"PIT",262,"obese","second",8,"BL",2,2,14,4,34,38,206
"PIT",262,"obese","second",9,"BL",3,0,7,0,38,36,203
"PIT",262,"obese","second",10,"CSplus",4,5,7,9,35,37,196
"PIT",262,"obese","second",11,"CSplus",5,1,12,1,35,37,189
"PIT",262,"obese","second",12,"CSplus",6,0,8,0,36,35,165.5
"PIT",262,"obese","second",13,"CSminus",4,4,9,12,37,34,207
"PIT",262,"obese","second",14,"CSminus",5,6,7,24,29,37,196
"PIT",262,"obese","second",15,"CSminus",6,3,6,6,30,34,156
"PIT",262,"obese","second",16,"BL",4,0,10,0,32,41,147
"PIT",262,"obese","second",17,"BL",5,0,8,0,32,37,179
"PIT",262,"obese","second",18,"BL",6,11,6,68,17,39,223.5
"PIT",262,"obese","second",19,"CSminus",7,0,11,0,29,37,175
"PIT",262,"obese","second",20,"CSminus",8,0,9,0,34,37,162
"PIT",262,"obese","second",21,"CSminus",9,2,8,11,37,36,192
"PIT",262,"obese","second",22,"BL",7,0,8,0,38,35,166
"PIT",262,"obese","second",23,"BL",8,4,8,11,32,35,191
"PIT",262,"obese","second",24,"BL",9,4,7,21,28,37,210
"PIT",262,"obese","second",25,"CSplus",7,1,9,1,36,36,170
"PIT",262,"obese","second",26,"CSplus",8,0,7,0,30,36,93
"PIT",262,"obese","second",27,"CSplus",9,0,8,0,29,33,132
"PIT",262,"obese","second",28,"CSplus",10,0,10,0,34,37,157.5
"PIT",262,"obese","second",29,"CSplus",11,0,7,0,32,34,116
"PIT",262,"obese","second",30,"CSplus",12,1,10,2,22,38,170.5
"PIT",262,"obese","second",31,"CSminus",10,0,11,0,31,37,138
"PIT",262,"obese","second",32,"CSminus",11,0,9,0,35,39,173
"PIT",262,"obese","second",33,"CSminus",12,0,7,0,23,36,105
"PIT",262,"obese","second",34,"BL",10,0,7,0,19,38,81
"PIT",262,"obese","second",35,"BL",11,0,9,0,25,35,133
"PIT",262,"obese","second",36,"BL",12,7,7,16,30,39,196
"PIT",262,"obese","second",37,"CSminus",13,0,11,0,28,37,137
"PIT",262,"obese","second",38,"CSminus",14,0,8,0,28,36,115
"PIT",262,"obese","second",39,"CSminus",15,0,9,0,26,35,96
"PIT",262,"obese","second",40,"CSplus",13,2,11,3,28,39,191.5
"PIT",262,"obese","second",41,"CSplus",14,0,9,0,32,37,150
"PIT",262,"obese","second",42,"CSplus",15,0,9,0,33,37,166
"PIT",262,"obese","second",43,"BL",13,3,11,7,21,38,142
"PIT",262,"obese","second",44,"BL",14,0,7,0,24,37,107
"PIT",262,"obese","second",45,"BL",15,4,9,12,28,37,172
"PIT",263,"obese","second",1,"CSplus",1,30,18,135,30,37,208
"PIT",263,"obese","second",2,"CSplus",2,7,23,18,30,35,167
"PIT",263,"obese","second",3,"CSplus",3,13,20,58,27,39,199
"PIT",263,"obese","second",4,"CSminus",1,26,24,151.5,29,36,250.5
"PIT",263,"obese","second",5,"CSminus",2,19,22,106,28,36,230
"PIT",263,"obese","second",6,"CSminus",3,9,18,33,24,34,162.5
"PIT",263,"obese","second",7,"BL",1,17,19,85,25,33,219
"PIT",263,"obese","second",8,"BL",2,7,26,31,27,36,191
"PIT",263,"obese","second",9,"BL",3,3,21,19,20,35,131
"PIT",263,"obese","second",10,"CSminus",4,7,19,22,31,36,174
"PIT",263,"obese","second",11,"CSminus",5,6,20,24,28,35,156
"PIT",263,"obese","second",12,"CSminus",6,6,20,22,31,34,154.5
"PIT",263,"obese","second",13,"CSplus",4,1,20,3,13,33,49
"PIT",263,"obese","second",14,"CSplus",5,8,20,41,30,35,190.5
"PIT",263,"obese","second",15,"CSplus",6,3,22,9,28,36,134
"PIT",263,"obese","second",16,"BL",4,8,22,26,37,37,229.5
"PIT",263,"obese","second",17,"BL",5,10,19,31,27,39,146
"PIT",263,"obese","second",18,"BL",6,13,20,50,32,36,191.5
"PIT",263,"obese","second",19,"CSplus",7,10,21,37,32,35,178.5
"PIT",263,"obese","second",20,"CSplus",8,6,18,16,29,35,161
"PIT",263,"obese","second",21,"CSplus",9,5,25,19,23,40,134
"PIT",263,"obese","second",22,"BL",7,13,20,50,32,35,188
"PIT",263,"obese","second",23,"BL",8,24,20,92,32,36,213
"PIT",263,"obese","second",24,"BL",9,6,16,30,26,36,150
"PIT",263,"obese","second",25,"CSminus",7,4,23,8,26,35,108
"PIT",263,"obese","second",26,"CSminus",8,3,20,8,28,35,122.5
"PIT",263,"obese","second",27,"CSminus",9,13,17,41,30,35,169
"PIT",263,"obese","second",28,"CSminus",10,10,20,37,34,36,198.5
"PIT",263,"obese","second",29,"CSminus",11,7,21,18,28,34,135
"PIT",263,"obese","second",30,"CSminus",12,9,19,32,25,33,139
"PIT",263,"obese","second",31,"CSplus",10,3,20,8.5,22,39,97.5
"PIT",263,"obese","second",32,"CSplus",11,1,15,3,12,36,46
"PIT",263,"obese","second",33,"CSplus",12,15,18,49,35,35,170
"PIT",263,"obese","second",34,"BL",10,4,15,17,24,34,108
"PIT",263,"obese","second",35,"BL",11,0,21,0,19,36,86
"PIT",263,"obese","second",36,"BL",12,6,20,33,16,36,94
"PIT",263,"obese","second",37,"CSplus",13,3,22,12,19,37,93.5
"PIT",263,"obese","second",38,"CSplus",14,10,19,40,29,33,155
"PIT",263,"obese","second",39,"CSplus",15,4,18,19,19,35,92
"PIT",263,"obese","second",40,"CSminus",13,7,22,27,26,34,162
"PIT",263,"obese","second",41,"CSminus",14,9,20,32,26,33,152.5
"PIT",263,"obese","second",42,"CSminus",15,7,20,23,25,33,144
"PIT",263,"obese","second",43,"BL",13,4,20,20,27,34,141
"PIT",263,"obese","second",44,"BL",14,6,16,22,31,35,166
"PIT",263,"obese","second",45,"BL",15,11,20,46,32,36,184
"PIT",264,"obese","second",1,"CSplus",1,4,21,107,8,35,310
"PIT",264,"obese","second",2,"CSplus",2,3,22,56,10,34,198
"PIT",264,"obese","second",3,"CSplus",3,11,22,111,13,37,243
"PIT",264,"obese","second",4,"BL",1,8,20,125,14,38,263.5
"PIT",264,"obese","second",5,"BL",2,7,19,71.5,14,34,218.5
"PIT",264,"obese","second",6,"BL",3,1,21,3.5,5,36,86.5
"PIT",264,"obese","second",7,"CSminus",1,6,20,228,7,34,369
"PIT",264,"obese","second",8,"CSminus",2,11,25,103,15,37,242
"PIT",264,"obese","second",9,"CSminus",3,26,20,165,29,34,317.5
"PIT",264,"obese","second",10,"CSminus",4,21,18,117,27,35,280
"PIT",264,"obese","second",11,"CSminus",5,18,21,140,21,35,287
