"task","id","group","session","trial","condition","trialxcondition","RT","ACC","liking"
"pav",226,"obese","third",31,"CSminus",16,0.742636,1,52.47253
"pav",226,"obese","third",32,"CSplus",16,0.6175378,1,50
"pav",226,"obese","third",33,"CSplus",17,0.9568292,1,50
"pav",226,"obese","third",34,"CSminus",17,0.8211652,1,52.47253
"pav",226,"obese","third",35,"CSplus",18,0.925414,1,50
"pav",226,"obese","third",36,"CSminus",18,0.5204264,1,52.47253
"pav",226,"obese","third",37,"CSplus",19,0.7300029,1,50
"pav",226,"obese","third",38,"CSminus",19,0.6029388,1,52.47253
"pav",226,"obese","third",39,"CSminus",20,0.7513078,1,52.47253
"pav",226,"obese","third",40,"CSplus",20,0.4852836,1,50
"pav",227,"obese","third",1,"CSminus",1,0.4077593,1,8.241758
"pav",227,"obese","third",2,"CSplus",1,0.327683,1,90.38462
"pav",227,"obese","third",3,"CSminus",2,0.7583672,1,8.241758
"pav",227,"obese","third",4,"CSplus",2,0.2678725,1,90.38462
"pav",227,"obese","third",5,"CSplus",3,0.7397787,1,90.38462
"pav",227,"obese","third",6,"CSminus",3,0,0,8.241758
"pav",227,"obese","third",7,"CSplus",4,0.3101455,1,90.38462
"pav",227,"obese","third",8,"CSminus",4,0,0,8.241758
"pav",227,"obese","third",9,"CSplus",5,0.2829918,1,90.38462
"pav",227,"obese","third",10,"CSminus",5,0.6321469,1,8.241758
"pav",227,"obese","third",11,"CSminus",6,0,0,8.241758
"pav",227,"obese","third",12,"CSplus",6,0.3021332,1,90.38462
"pav",227,"obese","third",13,"CSminus",7,0.6486376,1,8.241758
"pav",227,"obese","third",14,"CSplus",7,0.3465717,1,90.38462
"pav",227,"obese","third",15,"CSplus",8,0.303817,1,90.38462
"pav",227,"obese","third",16,"CSminus",8,0.6953949,1,8.241758
"pav",227,"obese","third",17,"CSplus",9,0.3990758,1,90.38462
"pav",227,"obese","third",18,"CSminus",9,0.7447509,1,8.241758
"pav",227,"obese","third",19,"CSminus",10,0,0,8.241758
"pav",227,"obese","third",20,"CSplus",10,0.2709084,1,90.38462
"pav",227,"obese","third",21,"CSminus",11,0.4417872,1,8.241758
"pav",227,"obese","third",22,"CSplus",11,0.4906276,1,90.38462
"pav",227,"obese","third",23,"CSplus",12,0.3105917,1,90.38462
"pav",227,"obese","third",24,"CSminus",12,0.3305149,1,8.241758
"pav",227,"obese","third",25,"CSplus",13,0.4213417,1,90.38462
"pav",227,"obese","third",26,"CSminus",13,0.6495168,1,8.241758
"pav",227,"obese","third",27,"CSplus",14,0.4178016,1,90.38462
"pav",227,"obese","third",28,"CSminus",14,0.6179699,1,8.241758
"pav",227,"obese","third",29,"CSplus",15,0.3534182,1,90.38462
"pav",227,"obese","third",30,"CSminus",15,0.6001932,1,8.241758
"pav",227,"obese","third",31,"CSplus",16,0.3098955,1,90.38462
"pav",227,"obese","third",32,"CSminus",16,0.6380884,1,8.241758
"pav",227,"obese","third",33,"CSplus",17,0.4589957,1,90.38462
"pav",227,"obese","third",34,"CSminus",17,0,0,8.241758
"pav",227,"obese","third",35,"CSplus",18,0.4709694,1,90.38462
"pav",227,"obese","third",36,"CSminus",18,0.966848,1,8.241758
"pav",227,"obese","third",37,"CSminus",19,0.5463106,1,8.241758
"pav",227,"obese","third",38,"CSplus",19,0.2691047,1,90.38462
"pav",227,"obese","third",39,"CSminus",20,0.7489091,1,8.241758
"pav",227,"obese","third",40,"CSplus",20,0.3361589,1,90.38462
"pav",228,"obese","third",1,"CSminus",1,0,0,50
"pav",228,"obese","third",2,"CSplus",1,0.6620931,1,50
"pav",228,"obese","third",3,"CSminus",2,0,0,50
"pav",228,"obese","third",4,"CSplus",2,0,0,50
"pav",228,"obese","third",5,"CSplus",3,0.9988447,0,50
"pav",228,"obese","third",6,"CSminus",3,0,0,50
"pav",228,"obese","third",7,"CSplus",4,0,0,50
"pav",228,"obese","third",8,"CSminus",4,0,0,50
"pav",228,"obese","third",9,"CSplus",5,0.6963043,1,50
"pav",228,"obese","third",10,"CSminus",5,0.8939001,1,50
"pav",228,"obese","third",11,"CSminus",6,0.7604163,1,50
"pav",228,"obese","third",12,"CSplus",6,0,0,50
"pav",228,"obese","third",13,"CSplus",7,0,0,50
"pav",228,"obese","third",14,"CSminus",7,0,0,50
"pav",228,"obese","third",15,"CSplus",8,0,0,50
"pav",228,"obese","third",16,"CSminus",8,0,0,50
"pav",228,"obese","third",17,"CSplus",9,0,0,50
"pav",228,"obese","third",18,"CSminus",9,0,0,50
"pav",228,"obese","third",19,"CSplus",10,0,0,50
"pav",228,"obese","third",20,"CSminus",10,0,0,50
"pav",228,"obese","third",21,"CSminus",11,0,0,50
"pav",228,"obese","third",22,"CSplus",11,0,0,50
"pav",228,"obese","third",23,"CSminus",12,0,0,50
"pav",228,"obese","third",24,"CSplus",12,0,0,50
"pav",228,"obese","third",25,"CSminus",13,0,0,50
"pav",228,"obese","third",26,"CSplus",13,0,0,50
"pav",228,"obese","third",27,"CSminus",14,0,0,50
"pav",228,"obese","third",28,"CSplus",14,0,0,50
"pav",228,"obese","third",29,"CSplus",15,0,0,50
"pav",228,"obese","third",30,"CSminus",15,0,0,50
"pav",228,"obese","third",31,"CSminus",16,0,0,50
"pav",228,"obese","third",32,"CSplus",16,0,0,50
"pav",228,"obese","third",33,"CSplus",17,0,0,50
"pav",228,"obese","third",34,"CSminus",17,0,0,50
"pav",228,"obese","third",35,"CSplus",18,0,0,50
"pav",228,"obese","third",36,"CSminus",18,0,0,50
"pav",228,"obese","third",37,"CSminus",19,0,0,50
"pav",228,"obese","third",38,"CSplus",19,0,0,50
"pav",228,"obese","third",39,"CSminus",20,0,0,50
"pav",228,"obese","third",40,"CSplus",20,0,0,50
"pav",229,"obese","third",1,"CSminus",1,0.3582747,1,57.41758
"pav",229,"obese","third",2,"CSplus",1,0.3394797,1,50.27473
"pav",229,"obese","third",3,"CSplus",2,0.4017324,1,50.27473
"pav",229,"obese","third",4,"CSminus",2,0.3552511,1,57.41758
"pav",229,"obese","third",5,"CSplus",3,0.483634,1,50.27473
"pav",229,"obese","third",6,"CSminus",3,0.3797748,1,57.41758
"pav",229,"obese","third",7,"CSplus",4,0.4532112,1,50.27473
"pav",229,"obese","third",8,"CSminus",4,0.3681806,1,57.41758
"pav",229,"obese","third",9,"CSminus",5,0.4407847,1,57.41758
"pav",229,"obese","third",10,"CSplus",5,0.3822641,1,50.27473
"pav",229,"obese","third",11,"CSplus",6,0.4404506,1,50.27473
"pav",229,"obese","third",12,"CSminus",6,0.4111954,1,57.41758
"pav",229,"obese","third",13,"CSplus",7,0.4502955,1,50.27473
"pav",229,"obese","third",14,"CSminus",7,0.4121152,1,57.41758
"pav",229,"obese","third",15,"CSplus",8,0.3991848,1,50.27473
"pav",229,"obese","third",16,"CSminus",8,0.4331889,1,57.41758
"pav",229,"obese","third",17,"CSplus",9,0.4192744,1,50.27473
"pav",229,"obese","third",18,"CSminus",9,0.4552148,1,57.41758
"pav",229,"obese","third",19,"CSminus",10,0.3935591,1,57.41758
"pav",229,"obese","third",20,"CSplus",10,0.3358945,1,50.27473
"pav",229,"obese","third",21,"CSminus",11,0.4473088,1,57.41758
"pav",229,"obese","third",22,"CSplus",11,0.393624,1,50.27473
"pav",229,"obese","third",23,"CSminus",12,0.3069461,1,57.41758
"pav",229,"obese","third",24,"CSplus",12,0.4112501,1,50.27473
"pav",229,"obese","third",25,"CSminus",13,0.3446114,1,57.41758
"pav",229,"obese","third",26,"CSplus",13,0.4422081,1,50.27473
"pav",229,"obese","third",27,"CSplus",14,0.6103392,1,50.27473
"pav",229,"obese","third",28,"CSminus",14,0.4119619,1,57.41758
"pav",229,"obese","third",29,"CSminus",15,0.3380786,1,57.41758
"pav",229,"obese","third",30,"CSplus",15,0.4201158,1,50.27473
"pav",229,"obese","third",31,"CSplus",16,0.5784549,1,50.27473
"pav",229,"obese","third",32,"CSminus",16,0.5052633,1,57.41758
"pav",229,"obese","third",33,"CSplus",17,0,0,50.27473
"pav",229,"obese","third",34,"CSminus",17,0.4273315,1,57.41758
"pav",229,"obese","third",35,"CSplus",18,0.5299309,1,50.27473
"pav",229,"obese","third",36,"CSminus",18,0.4520643,1,57.41758
"pav",229,"obese","third",37,"CSplus",19,0.9653361,1,50.27473
"pav",229,"obese","third",38,"CSminus",19,0.4776547,1,57.41758
"pav",229,"obese","third",39,"CSminus",20,0.4333448,1,57.41758
"pav",229,"obese","third",40,"CSplus",20,0.4722261,1,50.27473
"pav",230,"obese","third",1,"CSminus",1,0,0,41.20879
"pav",230,"obese","third",2,"CSplus",1,0,0,55.49451
"pav",230,"obese","third",3,"CSminus",2,0,0,41.20879
"pav",230,"obese","third",4,"CSplus",2,0,0,55.49451
"pav",230,"obese","third",5,"CSminus",3,0.9990265,0,41.20879
"pav",230,"obese","third",6,"CSplus",3,0,0,55.49451
"pav",230,"obese","third",7,"CSminus",4,0,0,41.20879
"pav",230,"obese","third",8,"CSplus",4,0,0,55.49451
"pav",230,"obese","third",9,"CSplus",5,0,0,55.49451
"pav",230,"obese","third",10,"CSminus",5,0,0,41.20879
"pav",230,"obese","third",11,"CSminus",6,0,0,41.20879
"pav",230,"obese","third",12,"CSplus",6,0,0,55.49451
"pav",230,"obese","third",13,"CSplus",7,0,0,55.49451
"pav",230,"obese","third",14,"CSminus",7,0,0,41.20879
"pav",230,"obese","third",15,"CSminus",8,0,0,41.20879
"pav",230,"obese","third",16,"CSplus",8,0,0,55.49451
"pav",230,"obese","third",17,"CSminus",9,0,0,41.20879
"pav",230,"obese","third",18,"CSplus",9,0,0,55.49451
"pav",230,"obese","third",19,"CSminus",10,0,0,41.20879
"pav",230,"obese","third",20,"CSplus",10,0,0,55.49451
"pav",230,"obese","third",21,"CSminus",11,0,0,41.20879
"pav",230,"obese","third",22,"CSplus",11,0,0,55.49451
"pav",230,"obese","third",23,"CSminus",12,0,0,41.20879
"pav",230,"obese","third",24,"CSplus",12,0,0,55.49451
"pav",230,"obese","third",25,"CSplus",13,0,0,55.49451
"pav",230,"obese","third",26,"CSminus",13,0,0,41.20879
"pav",230,"obese","third",27,"CSminus",14,0,0,41.20879
"pav",230,"obese","third",28,"CSplus",14,0,0,55.49451
"pav",230,"obese","third",29,"CSplus",15,0,0,55.49451
"pav",230,"obese","third",30,"CSminus",15,0,0,41.20879
"pav",230,"obese","third",31,"CSplus",16,0,0,55.49451
"pav",230,"obese","third",32,"CSminus",16,0,0,41.20879
"pav",230,"obese","third",33,"CSplus",17,0,0,55.49451
"pav",230,"obese","third",34,"CSminus",17,0,0,41.20879
"pav",230,"obese","third",35,"CSminus",18,0,0,41.20879
"pav",230,"obese","third",36,"CSplus",18,0,0,55.49451
"pav",230,"obese","third",37,"CSminus",19,0,0,41.20879
"pav",230,"obese","third",38,"CSplus",19,0,0,55.49451
"pav",230,"obese","third",39,"CSplus",20,0,0,55.49451
"pav",230,"obese","third",40,"CSminus",20,0,0,41.20879
"pav",231,"obese","third",1,"CSplus",1,0.2911988,1,50
"pav",231,"obese","third",2,"CSminus",1,0.427526,1,50
"pav",231,"obese","third",3,"CSminus",2,0.3007787,1,50
"pav",231,"obese","third",4,"CSplus",2,0.3661251,1,50
"pav",231,"obese","third",5,"CSplus",3,0.538615,1,50
"pav",231,"obese","third",6,"CSminus",3,0.3878833,1,50
"pav",231,"obese","third",7,"CSplus",4,0.2930906,1,50
"pav",231,"obese","third",8,"CSminus",4,0.3745851,1,50
"pav",231,"obese","third",9,"CSminus",5,0.5367929,1,50
"pav",231,"obese","third",10,"CSplus",5,0.2452339,1,50
"pav",231,"obese","third",11,"CSplus",6,0.5176458,1,50
"pav",231,"obese","third",12,"CSminus",6,0.4643606,1,50
"pav",231,"obese","third",13,"CSplus",7,0.5402483,1,50
"pav",231,"obese","third",14,"CSminus",7,0.5373347,1,50
"pav",231,"obese","third",15,"CSminus",8,0.4931783,1,50
"pav",231,"obese","third",16,"CSplus",8,0.5778232,1,50
"pav",231,"obese","third",17,"CSminus",9,0.3901843,1,50
"pav",231,"obese","third",18,"CSplus",9,0.3975932,1,50
"pav",231,"obese","third",19,"CSminus",10,0.5683239,1,50
"pav",231,"obese","third",20,"CSplus",10,0.2506835,1,50
"pav",231,"obese","third",21,"CSminus",11,0.6991441,1,50
"pav",231,"obese","third",22,"CSplus",11,0.531761,1,50
"pav",231,"obese","third",23,"CSplus",12,0.3769245,1,50
"pav",231,"obese","third",24,"CSminus",12,0.5287995,1,50
"pav",231,"obese","third",25,"CSminus",13,0.4510672,1,50
"pav",231,"obese","third",26,"CSplus",13,0.5114586,1,50
"pav",231,"obese","third",27,"CSplus",14,0.6126996,1,50
"pav",231,"obese","third",28,"CSminus",14,0.5430331,1,50
"pav",231,"obese","third",29,"CSminus",15,0.5476516,1,50
"pav",231,"obese","third",30,"CSplus",15,0.347212,1,50
"pav",231,"obese","third",31,"CSminus",16,0.6455587,1,50
"pav",231,"obese","third",32,"CSplus",16,0.3361851,1,50
"pav",231,"obese","third",33,"CSplus",17,0.5518468,1,50
"pav",231,"obese","third",34,"CSminus",17,0.5552883,1,50
"pav",231,"obese","third",35,"CSminus",18,0.3663357,1,50
"pav",231,"obese","third",36,"CSplus",18,0.5645897,1,50
"pav",231,"obese","third",37,"CSplus",19,0.328597,1,50
"pav",231,"obese","third",38,"CSminus",19,0.4917631,1,50
"pav",231,"obese","third",39,"CSminus",20,0.5834519,1,50
"pav",231,"obese","third",40,"CSplus",20,0.4439362,1,50
"pav",232,"obese","third",1,"CSminus",1,0.4426351,1,53.2967
"pav",232,"obese","third",2,"CSplus",1,0.3623883,1,48.62637
"pav",232,"obese","third",3,"CSminus",2,0,0,53.2967
"pav",232,"obese","third",4,"CSplus",2,0,0,48.62637
"pav",232,"obese","third",5,"CSplus",3,0.4748457,1,48.62637
"pav",232,"obese","third",6,"CSminus",3,0.2747347,1,53.2967
"pav",232,"obese","third",7,"CSminus",4,0,0,53.2967
"pav",232,"obese","third",8,"CSplus",4,0.3238955,1,48.62637
"pav",232,"obese","third",9,"CSminus",5,0.543513,1,53.2967
"pav",232,"obese","third",10,"CSplus",5,0.4810588,1,48.62637
"pav",232,"obese","third",11,"CSplus",6,0,0,48.62637
"pav",232,"obese","third",12,"CSminus",6,0,0,53.2967
"pav",232,"obese","third",13,"CSplus",7,0,0,48.62637
"pav",232,"obese","third",14,"CSminus",7,0,0,53.2967
"pav",232,"obese","third",15,"CSminus",8,0.819613,1,53.2967
"pav",232,"obese","third",16,"CSplus",8,0,0,48.62637
"pav",232,"obese","third",17,"CSminus",9,0.6258789,1,53.2967
"pav",232,"obese","third",18,"CSplus",9,0.551245,1,48.62637
"pav",232,"obese","third",19,"CSplus",10,0.7146046,1,48.62637
"pav",232,"obese","third",20,"CSminus",10,0.669426,1,53.2967
"pav",232,"obese","third",21,"CSminus",11,0.5350406,1,53.2967
"pav",232,"obese","third",22,"CSplus",11,0.6284993,1,48.62637
"pav",232,"obese","third",23,"CSplus",12,0.4508382,1,48.62637
"pav",232,"obese","third",24,"CSminus",12,0.5826161,1,53.2967
"pav",232,"obese","third",25,"CSminus",13,0.6742771,1,53.2967
"pav",232,"obese","third",26,"CSplus",13,0.5318061,1,48.62637
"pav",232,"obese","third",27,"CSplus",14,0,0,48.62637
"pav",232,"obese","third",28,"CSminus",14,0.8465537,1,53.2967
"pav",232,"obese","third",29,"CSminus",15,0.8019445,1,53.2967
"pav",232,"obese","third",30,"CSplus",15,0,0,48.62637
"pav",232,"obese","third",31,"CSplus",16,0.5081585,1,48.62637
"pav",232,"obese","third",32,"CSminus",16,0.414442,1,53.2967
"pav",232,"obese","third",33,"CSminus",17,0.3319141,1,53.2967
"pav",232,"obese","third",34,"CSplus",17,0,0,48.62637
"pav",232,"obese","third",35,"CSplus",18,0,0,48.62637
"pav",232,"obese","third",36,"CSminus",18,0,0,53.2967
"pav",232,"obese","third",37,"CSminus",19,0.3790073,1,53.2967
"pav",232,"obese","third",38,"CSplus",19,0.4791391,1,48.62637
"pav",232,"obese","third",39,"CSplus",20,0.2654433,1,48.62637
"pav",232,"obese","third",40,"CSminus",20,0.7715072,1,53.2967
"pav",234,"obese","third",1,"CSminus",1,0.3585083,1,60.16484
"pav",234,"obese","third",2,"CSplus",1,0.3128823,1,45.6044
"pav",234,"obese","third",3,"CSplus",2,0.4337174,1,45.6044
"pav",234,"obese","third",4,"CSminus",2,0.4364901,1,60.16484
"pav",234,"obese","third",5,"CSminus",3,0.3852306,1,60.16484
"pav",234,"obese","third",6,"CSplus",3,0.4817782,1,45.6044
"pav",234,"obese","third",7,"CSminus",4,0.6907618,1,60.16484
"pav",234,"obese","third",8,"CSplus",4,0.5290466,1,45.6044
"pav",234,"obese","third",9,"CSminus",5,0.5056457,1,60.16484
"pav",234,"obese","third",10,"CSplus",5,0.4298573,1,45.6044
"pav",234,"obese","third",11,"CSplus",6,0.7488829,1,45.6044
"pav",234,"obese","third",12,"CSminus",6,0.4002487,1,60.16484
"pav",234,"obese","third",13,"CSplus",7,0.3618901,1,45.6044
"pav",234,"obese","third",14,"CSminus",7,0.6964702,1,60.16484
"pav",234,"obese","third",15,"CSminus",8,0.619985,1,60.16484
"pav",234,"obese","third",16,"CSplus",8,0.6878293,1,45.6044
"pav",234,"obese","third",17,"CSminus",9,0.5280328,1,60.16484
"pav",234,"obese","third",18,"CSplus",9,0.3567274,1,45.6044
"pav",234,"obese","third",19,"CSplus",10,0.3674899,1,45.6044
"pav",234,"obese","third",20,"CSminus",10,0.4015275,1,60.16484
"pav",234,"obese","third",21,"CSminus",11,0.5087012,1,60.16484
"pav",234,"obese","third",22,"CSplus",11,0.6815074,1,45.6044
"pav",234,"obese","third",23,"CSplus",12,0.6368582,1,45.6044
"pav",234,"obese","third",24,"CSminus",12,0.357959,1,60.16484
"pav",234,"obese","third",25,"CSminus",13,0.5195673,1,60.16484
"pav",234,"obese","third",26,"CSplus",13,0.4212792,1,45.6044
"pav",234,"obese","third",27,"CSplus",14,0.3404125,1,45.6044
"pav",234,"obese","third",28,"CSminus",14,0.4095801,1,60.16484
"pav",234,"obese","third",29,"CSminus",15,0.5421002,1,60.16484
"pav",234,"obese","third",30,"CSplus",15,0.4194388,1,45.6044
"pav",234,"obese","third",31,"CSplus",16,0.5490176,1,45.6044
"pav",234,"obese","third",32,"CSminus",16,0.4796304,1,60.16484
"pav",234,"obese","third",33,"CSminus",17,0.3760729,1,60.16484
"pav",234,"obese","third",34,"CSplus",17,0.5003385,1,45.6044
"pav",234,"obese","third",35,"CSminus",18,0.8323276,1,60.16484
"pav",234,"obese","third",36,"CSplus",18,0.5199631,1,45.6044
"pav",234,"obese","third",37,"CSminus",19,0.439158,1,60.16484
"pav",234,"obese","third",38,"CSplus",19,0.4140955,1,45.6044
"pav",234,"obese","third",39,"CSplus",20,0.5311757,1,45.6044
"pav",234,"obese","third",40,"CSminus",20,0.3770972,1,60.16484
"pav",235,"obese","third",1,"CSplus",1,0.6451308,1,42.03297
"pav",235,"obese","third",2,"CSminus",1,0.5277948,1,59.89011
"pav",235,"obese","third",3,"CSplus",2,0.3938674,1,42.03297
"pav",235,"obese","third",4,"CSminus",2,0.4787843,1,59.89011
"pav",235,"obese","third",5,"CSminus",3,0.3863935,1,59.89011
"pav",235,"obese","third",6,"CSplus",3,0.4904344,1,42.03297
"pav",235,"obese","third",7,"CSminus",4,0,0,59.89011
"pav",235,"obese","third",8,"CSplus",4,0.4034434,1,42.03297
"pav",235,"obese","third",9,"CSminus",5,0.3704542,1,59.89011
"pav",235,"obese","third",10,"CSplus",5,0.4703588,1,42.03297
"pav",235,"obese","third",11,"CSplus",6,0.5569782,1,42.03297
"pav",235,"obese","third",12,"CSminus",6,0,0,59.89011
"pav",235,"obese","third",13,"CSplus",7,0.6563401,1,42.03297
"pav",235,"obese","third",14,"CSminus",7,0.6975153,1,59.89011
"pav",235,"obese","third",15,"CSplus",8,0.6453189,1,42.03297
"pav",235,"obese","third",16,"CSminus",8,0.6183025,1,59.89011
"pav",235,"obese","third",17,"CSplus",9,0.7727898,1,42.03297
"pav",235,"obese","third",18,"CSminus",9,0,0,59.89011
"pav",235,"obese","third",19,"CSminus",10,0.5188621,1,59.89011
"pav",235,"obese","third",20,"CSplus",10,0,0,42.03297
"pav",235,"obese","third",21,"CSplus",11,0.9673552,1,42.03297
"pav",235,"obese","third",22,"CSminus",11,0.5948488,1,59.89011
"pav",235,"obese","third",23,"CSminus",12,0.5021897,1,59.89011
"pav",235,"obese","third",24,"CSplus",12,0.4540785,1,42.03297
"pav",235,"obese","third",25,"CSminus",13,0.7226141,1,59.89011
"pav",235,"obese","third",26,"CSplus",13,0.4765996,1,42.03297
"pav",235,"obese","third",27,"CSplus",14,0.9092125,1,42.03297
"pav",235,"obese","third",28,"CSminus",14,0.6016006,1,59.89011
"pav",235,"obese","third",29,"CSminus",15,0.6108034,1,59.89011
"pav",235,"obese","third",30,"CSplus",15,0.4392557,1,42.03297
"pav",235,"obese","third",31,"CSplus",16,0.5396489,1,42.03297
"pav",235,"obese","third",32,"CSminus",16,0.4797659,1,59.89011
"pav",235,"obese","third",33,"CSminus",17,0.4526792,1,59.89011
"pav",235,"obese","third",34,"CSplus",17,0.4914187,1,42.03297
"pav",235,"obese","third",35,"CSminus",18,0.3769104,1,59.89011
"pav",235,"obese","third",36,"CSplus",18,0.6293195,1,42.03297
"pav",235,"obese","third",37,"CSplus",19,0.6423247,1,42.03297
"pav",235,"obese","third",38,"CSminus",19,0.8480255,1,59.89011
"pav",235,"obese","third",39,"CSminus",20,0.3560596,1,59.89011
"pav",235,"obese","third",40,"CSplus",20,0.5188741,1,42.03297
"pav",236,"obese","third",1,"CSminus",1,0.2635889,1,50
"pav",236,"obese","third",2,"CSplus",1,0.2829815,1,50
"pav",236,"obese","third",3,"CSminus",2,0.426561,1,50
"pav",236,"obese","third",4,"CSplus",2,0.337114,1,50
"pav",236,"obese","third",5,"CSplus",3,0.2785289,1,50
"pav",236,"obese","third",6,"CSminus",3,0.2592439,1,50
"pav",236,"obese","third",7,"CSminus",4,0.3343909,1,50
"pav",236,"obese","third",8,"CSplus",4,0.5216168,1,50
"pav",236,"obese","third",9,"CSminus",5,0.3703615,1,50
"pav",236,"obese","third",10,"CSplus",5,0.3972662,1,50
"pav",236,"obese","third",11,"CSplus",6,0.4400992,1,50
"pav",236,"obese","third",12,"CSminus",6,0.4409919,1,50
"pav",236,"obese","third",13,"CSminus",7,0.2442129,1,50
"pav",236,"obese","third",14,"CSplus",7,0.4054903,1,50
"pav",236,"obese","third",15,"CSminus",8,0.4590074,1,50
"pav",236,"obese","third",16,"CSplus",8,0.4502671,1,50
"pav",236,"obese","third",17,"CSminus",9,0.4009917,1,50
"pav",236,"obese","third",18,"CSplus",9,0.3023648,1,50
"pav",236,"obese","third",19,"CSplus",10,0.4194465,1,50
"pav",236,"obese","third",20,"CSminus",10,0.5118492,1,50
"pav",236,"obese","third",21,"CSminus",11,0.5158177,1,50
"pav",236,"obese","third",22,"CSplus",11,0.6702159,1,50
"pav",236,"obese","third",23,"CSminus",12,0.4043091,1,50
"pav",236,"obese","third",24,"CSplus",12,0.3910086,1,50
"pav",236,"obese","third",25,"CSplus",13,0.4861053,1,50
"pav",236,"obese","third",26,"CSminus",13,0.5190361,1,50
"pav",236,"obese","third",27,"CSplus",14,0.356073,1,50
"pav",236,"obese","third",28,"CSminus",14,0.4639387,1,50
"pav",236,"obese","third",29,"CSminus",15,0.4005043,1,50
"pav",236,"obese","third",30,"CSplus",15,0.4435465,1,50
"pav",236,"obese","third",31,"CSplus",16,0.5012134,1,50
"pav",236,"obese","third",32,"CSminus",16,0.5212788,1,50
"pav",236,"obese","third",33,"CSplus",17,0.4512899,1,50
"pav",236,"obese","third",34,"CSminus",17,0.3859135,1,50
"pav",236,"obese","third",35,"CSplus",18,0.4252939,1,50
"pav",236,"obese","third",36,"CSminus",18,0.6017071,1,50
"pav",236,"obese","third",37,"CSplus",19,0.6200258,1,50
"pav",236,"obese","third",38,"CSminus",19,0.5100397,1,50
"pav",236,"obese","third",39,"CSminus",20,0.2575811,1,50
"pav",236,"obese","third",40,"CSplus",20,0.4191208,1,50
"pav",237,"obese","third",1,"CSplus",1,0.3510173,1,71.97802
"pav",237,"obese","third",2,"CSminus",1,0.4343828,1,18.68132
"pav",237,"obese","third",3,"CSminus",2,0.3811998,1,18.68132
"pav",237,"obese","third",4,"CSplus",2,0.3546668,1,71.97802
"pav",237,"obese","third",5,"CSminus",3,0.4895982,1,18.68132
"pav",237,"obese","third",6,"CSplus",3,0.3562082,1,71.97802
"pav",237,"obese","third",7,"CSminus",4,0.292498,1,18.68132
"pav",237,"obese","third",8,"CSplus",4,0.3996786,1,71.97802
"pav",237,"obese","third",9,"CSplus",5,0.3567236,1,71.97802
"pav",237,"obese","third",10,"CSminus",5,0.4105835,1,18.68132
"pav",237,"obese","third",11,"CSminus",6,0.7284913,1,18.68132
"pav",237,"obese","third",12,"CSplus",6,0.3482659,1,71.97802
"pav",237,"obese","third",13,"CSplus",7,0.7196425,1,71.97802
"pav",237,"obese","third",14,"CSminus",7,0.49465,1,18.68132
"pav",237,"obese","third",15,"CSminus",8,0.4847018,1,18.68132
"pav",237,"obese","third",16,"CSplus",8,0.4801548,1,71.97802
"pav",237,"obese","third",17,"CSminus",9,0,0,18.68132
"pav",237,"obese","third",18,"CSplus",9,0.3456092,1,71.97802
"pav",237,"obese","third",19,"CSminus",10,0.5405049,1,18.68132
"pav",237,"obese","third",20,"CSplus",10,0.4173856,1,71.97802
"pav",237,"obese","third",21,"CSplus",11,0,0,71.97802
"pav",237,"obese","third",22,"CSminus",11,0.5254033,1,18.68132
"pav",237,"obese","third",23,"CSminus",12,0.3447378,1,18.68132
"pav",237,"obese","third",24,"CSplus",12,0.4610888,1,71.97802
"pav",237,"obese","third",25,"CSplus",13,0.6526033,1,71.97802
"pav",237,"obese","third",26,"CSminus",13,0.6102771,1,18.68132
"pav",237,"obese","third",27,"CSminus",14,0,0,18.68132
"pav",237,"obese","third",28,"CSplus",14,0.7404292,1,71.97802
"pav",237,"obese","third",29,"CSplus",15,0.4326876,1,71.97802
"pav",237,"obese","third",30,"CSminus",15,0.4214269,1,18.68132
"pav",237,"obese","third",31,"CSminus",16,0.267209,1,18.68132
"pav",237,"obese","third",32,"CSplus",16,0.4847189,1,71.97802
"pav",237,"obese","third",33,"CSplus",17,0.3857765,1,71.97802
"pav",237,"obese","third",34,"CSminus",17,0.377126,1,18.68132
"pav",237,"obese","third",35,"CSplus",18,0.4243733,1,71.97802
"pav",237,"obese","third",36,"CSminus",18,0.710291,1,18.68132
"pav",237,"obese","third",37,"CSplus",19,0.5045655,1,71.97802
"pav",237,"obese","third",38,"CSminus",19,0.3276709,1,18.68132
"pav",237,"obese","third",39,"CSplus",20,0.6363326,1,71.97802
"pav",237,"obese","third",40,"CSminus",20,0.4269191,1,18.68132
"pav",238,"obese","third",1,"CSminus",1,0.3850756,1,49.45055
"pav",238,"obese","third",2,"CSplus",1,0.325535,1,68.68132
"pav",238,"obese","third",3,"CSplus",2,0.4745169,1,68.68132
"pav",238,"obese","third",4,"CSminus",2,0.3905556,1,49.45055
"pav",238,"obese","third",5,"CSplus",3,0.3161714,1,68.68132
"pav",238,"obese","third",6,"CSminus",3,0.3598437,1,49.45055
"pav",238,"obese","third",7,"CSminus",4,0.3589105,1,49.45055
"pav",238,"obese","third",8,"CSplus",4,0.3222523,1,68.68132
"pav",238,"obese","third",9,"CSminus",5,0.4045575,1,49.45055
"pav",238,"obese","third",10,"CSplus",5,0.251978,1,68.68132
"pav",238,"obese","third",11,"CSplus",6,0.4760415,1,68.68132
"pav",238,"obese","third",12,"CSminus",6,0.3976947,1,49.45055
